FIPStxt,Stabr,Area_name,POVALL_2019,,,,,,,,,,,,,,,,,,,,,,,,,,
17097,IL,Lake ,"49,130",,,,,,,,,,,,,,,,,,,,,,,,,,
17099,IL,La Salle ,"12,837",,,,,,,,,,,,,,,,,,,,,,,,,,
17101,IL,Lawrence ,"2,442",,,,,,,,,,,,,,,,,,,,,,,,,,
17103,IL,Lee ,"3,724",,,,,,,,,,,,,,,,,,,,,,,,,,
17105,IL,Livingston ,"4,319",,,,,,,,,,,,,,,,,,,,,,,,,,
17107,IL,Logan ,"3,124",,,,,,,,,,,,,,,,,,,,,,,,,,
17109,IL,McDonough ,"6,134",,,,,,,,,,,,,,,,,,,,,,,,,,
17111,IL,McHenry ,"16,380",,,,,,,,,,,,,,,,,,,,,,,,,,
17113,IL,McLean ,"23,034",,,,,,,,,,,,,,,,,,,,,,,,,,
17115,IL,Macon ,"16,762",,,,,,,,,,,,,,,,,,,,,,,,,,
17117,IL,Macoupin ,"5,934",,,,,,,,,,,,,,,,,,,,,,,,,,
17119,IL,Madison ,"28,284",,,,,,,,,,,,,,,,,,,,,,,,,,
17121,IL,Marion ,"5,456",,,,,,,,,,,,,,,,,,,,,,,,,,
17123,IL,Marshall ,"1,007",,,,,,,,,,,,,,,,,,,,,,,,,,
17125,IL,Mason ,"1,592",,,,,,,,,,,,,,,,,,,,,,,,,,
17127,IL,Massac ,"2,143",,,,,,,,,,,,,,,,,,,,,,,,,,
17129,IL,Menard ,986,,,,,,,,,,,,,,,,,,,,,,,,,,
17131,IL,Mercer ,"1,233",,,,,,,,,,,,,,,,,,,,,,,,,,
17133,IL,Monroe ,"1,423",,,,,,,,,,,,,,,,,,,,,,,,,,
17135,IL,Montgomery ,"4,140",,,,,,,,,,,,,,,,,,,,,,,,,,
17137,IL,Morgan ,"4,209",,,,,,,,,,,,,,,,,,,,,,,,,,
17139,IL,Moultrie ,"1,218",,,,,,,,,,,,,,,,,,,,,,,,,,
17141,IL,Ogle ,"4,684",,,,,,,,,,,,,,,,,,,,,,,,,,
17143,IL,Peoria ,"25,825",,,,,,,,,,,,,,,,,,,,,,,,,,
17145,IL,Perry ,"2,650",,,,,,,,,,,,,,,,,,,,,,,,,,
17147,IL,Piatt ,"1,054",,,,,,,,,,,,,,,,,,,,,,,,,,
17149,IL,Pike ,"2,164",,,,,,,,,,,,,,,,,,,,,,,,,,
17151,IL,Pope ,688,,,,,,,,,,,,,,,,,,,,,,,,,,
17153,IL,Pulaski ,"1,171",,,,,,,,,,,,,,,,,,,,,,,,,,
17155,IL,Putnam ,435,,,,,,,,,,,,,,,,,,,,,,,,,,
17157,IL,Randolph ,"3,499",,,,,,,,,,,,,,,,,,,,,,,,,,
17159,IL,Richland ,"1,980",,,,,,,,,,,,,,,,,,,,,,,,,,
17161,IL,Rock Island ,"18,669",,,,,,,,,,,,,,,,,,,,,,,,,,
17163,IL,St. Clair ,"33,979",,,,,,,,,,,,,,,,,,,,,,,,,,
17165,IL,Saline ,"3,556",,,,,,,,,,,,,,,,,,,,,,,,,,
17167,IL,Sangamon ,"23,367",,,,,,,,,,,,,,,,,,,,,,,,,,
17169,IL,Schuyler ,753,,,,,,,,,,,,,,,,,,,,,,,,,,
17171,IL,Scott ,545,,,,,,,,,,,,,,,,,,,,,,,,,,
17173,IL,Shelby ,"2,000",,,,,,,,,,,,,,,,,,,,,,,,,,
17175,IL,Stark ,587,,,,,,,,,,,,,,,,,,,,,,,,,,
17177,IL,Stephenson ,"4,997",,,,,,,,,,,,,,,,,,,,,,,,,,
17179,IL,Tazewell ,"10,576",,,,,,,,,,,,,,,,,,,,,,,,,,
17181,IL,Union ,"2,835",,,,,,,,,,,,,,,,,,,,,,,,,,
17183,IL,Vermilion ,"12,253",,,,,,,,,,,,,,,,,,,,,,,,,,
17185,IL,Wabash ,"1,533",,,,,,,,,,,,,,,,,,,,,,,,,,
17187,IL,Warren ,"1,805",,,,,,,,,,,,,,,,,,,,,,,,,,
17189,IL,Washington ,"1,099",,,,,,,,,,,,,,,,,,,,,,,,,,
17191,IL,Wayne ,"2,116",,,,,,,,,,,,,,,,,,,,,,,,,,
17193,IL,White ,"1,906",,,,,,,,,,,,,,,,,,,,,,,,,,
17195,IL,Whiteside ,"6,176",,,,,,,,,,,,,,,,,,,,,,,,,,
17197,IL,Will ,"44,518",,,,,,,,,,,,,,,,,,,,,,,,,,
17199,IL,Williamson ,"8,627",,,,,,,,,,,,,,,,,,,,,,,,,,
17201,IL,Winnebago ,"44,613",,,,,,,,,,,,,,,,,,,,,,,,,,
17203,IL,Woodford ,"2,269",,,,,,,,,,,,,,,,,,,,,,,,,,
18001,IN,Adams ,"4,444",,,,,,,,,,,,,,,,,,,,,,,,,,
18003,IN,Allen ,"39,176",,,,,,,,,,,,,,,,,,,,,,,,,,
18005,IN,Bartholomew ,"9,205",,,,,,,,,,,,,,,,,,,,,,,,,,
18007,IN,Benton ,752,,,,,,,,,,,,,,,,,,,,,,,,,,
18009,IN,Blackford ,"1,474",,,,,,,,,,,,,,,,,,,,,,,,,,
18011,IN,Boone ,"4,619",,,,,,,,,,,,,,,,,,,,,,,,,,
18013,IN,Brown ,"1,565",,,,,,,,,,,,,,,,,,,,,,,,,,
18015,IN,Carroll ,"1,739",,,,,,,,,,,,,,,,,,,,,,,,,,
18017,IN,Cass ,"4,630",,,,,,,,,,,,,,,,,,,,,,,,,,
18019,IN,Clark ,"11,267",,,,,,,,,,,,,,,,,,,,,,,,,,
18021,IN,Clay ,"2,920",,,,,,,,,,,,,,,,,,,,,,,,,,
18023,IN,Clinton ,"3,545",,,,,,,,,,,,,,,,,,,,,,,,,,
18025,IN,Crawford ,"1,723",,,,,,,,,,,,,,,,,,,,,,,,,,
18027,IN,Daviess ,"3,686",,,,,,,,,,,,,,,,,,,,,,,,,,
18029,IN,Dearborn ,"4,546",,,,,,,,,,,,,,,,,,,,,,,,,,
18031,IN,Decatur ,"2,502",,,,,,,,,,,,,,,,,,,,,,,,,,
18033,IN,De Kalb ,"4,040",,,,,,,,,,,,,,,,,,,,,,,,,,
18035,IN,Delaware ,"22,680",,,,,,,,,,,,,,,,,,,,,,,,,,
18037,IN,Dubois ,"2,465",,,,,,,,,,,,,,,,,,,,,,,,,,
18039,IN,Elkhart ,"19,316",,,,,,,,,,,,,,,,,,,,,,,,,,
18041,IN,Fayette ,"3,059",,,,,,,,,,,,,,,,,,,,,,,,,,
18043,IN,Floyd ,"8,161",,,,,,,,,,,,,,,,,,,,,,,,,,
18045,IN,Fountain ,"2,000",,,,,,,,,,,,,,,,,,,,,,,,,,
18047,IN,Franklin ,"2,073",,,,,,,,,,,,,,,,,,,,,,,,,,
18049,IN,Fulton ,"1,876",,,,,,,,,,,,,,,,,,,,,,,,,,
18051,IN,Gibson ,"3,050",,,,,,,,,,,,,,,,,,,,,,,,,,
18053,IN,Grant ,"9,713",,,,,,,,,,,,,,,,,,,,,,,,,,
18055,IN,Greene ,"4,242",,,,,,,,,,,,,,,,,,,,,,,,,,
18057,IN,Hamilton ,"14,199",,,,,,,,,,,,,,,,,,,,,,,,,,
18059,IN,Hancock ,"3,978",,,,,,,,,,,,,,,,,,,,,,,,,,
18061,IN,Harrison ,"3,276",,,,,,,,,,,,,,,,,,,,,,,,,,
18063,IN,Hendricks ,"8,123",,,,,,,,,,,,,,,,,,,,,,,,,,
18065,IN,Henry ,"5,709",,,,,,,,,,,,,,,,,,,,,,,,,,
18067,IN,Howard ,"9,880",,,,,,,,,,,,,,,,,,,,,,,,,,
18069,IN,Huntington ,"3,407",,,,,,,,,,,,,,,,,,,,,,,,,,
18071,IN,Jackson ,"4,391",,,,,,,,,,,,,,,,,,,,,,,,,,
18073,IN,Jasper ,"2,854",,,,,,,,,,,,,,,,,,,,,,,,,,
18075,IN,Jay ,"2,510",,,,,,,,,,,,,,,,,,,,,,,,,,
18077,IN,Jefferson ,"3,476",,,,,,,,,,,,,,,,,,,,,,,,,,
18079,IN,Jennings ,"3,169",,,,,,,,,,,,,,,,,,,,,,,,,,
18081,IN,Johnson ,"9,294",,,,,,,,,,,,,,,,,,,,,,,,,,
18083,IN,Knox ,"4,381",,,,,,,,,,,,,,,,,,,,,,,,,,
18085,IN,Kosciusko ,"6,996",,,,,,,,,,,,,,,,,,,,,,,,,,
18087,IN,Lagrange ,"2,943",,,,,,,,,,,,,,,,,,,,,,,,,,
18089,IN,Lake ,"69,073",,,,,,,,,,,,,,,,,,,,,,,,,,
18091,IN,La Porte ,"13,771",,,,,,,,,,,,,,,,,,,,,,,,,,
18093,IN,Lawrence ,"4,670",,,,,,,,,,,,,,,,,,,,,,,,,,
18095,IN,Madison ,"16,056",,,,,,,,,,,,,,,,,,,,,,,,,,
18097,IN,Marion ,"143,107",,,,,,,,,,,,,,,,,,,,,,,,,,
18099,IN,Marshall ,"4,947",,,,,,,,,,,,,,,,,,,,,,,,,,
18101,IN,Martin ,"1,098",,,,,,,,,,,,,,,,,,,,,,,,,,
18103,IN,Miami ,"4,162",,,,,,,,,,,,,,,,,,,,,,,,,,
18105,IN,Monroe ,"27,710",,,,,,,,,,,,,,,,,,,,,,,,,,
18107,IN,Montgomery ,"4,478",,,,,,,,,,,,,,,,,,,,,,,,,,
18109,IN,Morgan ,"6,201",,,,,,,,,,,,,,,,,,,,,,,,,,
18111,IN,Newton ,"1,300",,,,,,,,,,,,,,,,,,,,,,,,,,
18113,IN,Noble ,"3,662",,,,,,,,,,,,,,,,,,,,,,,,,,
18115,IN,Ohio ,554,,,,,,,,,,,,,,,,,,,,,,,,,,
18117,IN,Orange ,"2,728",,,,,,,,,,,,,,,,,,,,,,,,,,
18119,IN,Owen ,"2,447",,,,,,,,,,,,,,,,,,,,,,,,,,
18121,IN,Parke ,"2,308",,,,,,,,,,,,,,,,,,,,,,,,,,
18123,IN,Perry ,"2,113",,,,,,,,,,,,,,,,,,,,,,,,,,
18125,IN,Pike ,"1,140",,,,,,,,,,,,,,,,,,,,,,,,,,
18127,IN,Porter ,"13,421",,,,,,,,,,,,,,,,,,,,,,,,,,
18129,IN,Posey ,"2,167",,,,,,,,,,,,,,,,,,,,,,,,,,
18131,IN,Pulaski ,"1,357",,,,,,,,,,,,,,,,,,,,,,,,,,
18133,IN,Putnam ,"3,408",,,,,,,,,,,,,,,,,,,,,,,,,,
18135,IN,Randolph ,"3,222",,,,,,,,,,,,,,,,,,,,,,,,,,
18137,IN,Ripley ,"2,525",,,,,,,,,,,,,,,,,,,,,,,,,,
18139,IN,Rush ,"1,785",,,,,,,,,,,,,,,,,,,,,,,,,,
18141,IN,St. Joseph ,"39,848",,,,,,,,,,,,,,,,,,,,,,,,,,
18143,IN,Scott ,"3,194",,,,,,,,,,,,,,,,,,,,,,,,,,
18145,IN,Shelby ,"4,414",,,,,,,,,,,,,,,,,,,,,,,,,,
18147,IN,Spencer ,"1,728",,,,,,,,,,,,,,,,,,,,,,,,,,
18149,IN,Starke ,"3,046",,,,,,,,,,,,,,,,,,,,,,,,,,
18151,IN,Steuben ,"2,846",,,,,,,,,,,,,,,,,,,,,,,,,,
18153,IN,Sullivan ,"2,643",,,,,,,,,,,,,,,,,,,,,,,,,,
18155,IN,Switzerland ,"1,529",,,,,,,,,,,,,,,,,,,,,,,,,,
18157,IN,Tippecanoe ,"28,780",,,,,,,,,,,,,,,,,,,,,,,,,,
18159,IN,Tipton ,"1,166",,,,,,,,,,,,,,,,,,,,,,,,,,
18161,IN,Union ,667,,,,,,,,,,,,,,,,,,,,,,,,,,
18163,IN,Vanderburgh ,"25,190",,,,,,,,,,,,,,,,,,,,,,,,,,
18165,IN,Vermillion ,"1,859",,,,,,,,,,,,,,,,,,,,,,,,,,
18167,IN,Vigo ,"20,241",,,,,,,,,,,,,,,,,,,,,,,,,,
18169,IN,Wabash ,"3,163",,,,,,,,,,,,,,,,,,,,,,,,,,
18171,IN,Warren ,766,,,,,,,,,,,,,,,,,,,,,,,,,,
18173,IN,Warrick ,"3,888",,,,,,,,,,,,,,,,,,,,,,,,,,
18175,IN,Washington ,"3,325",,,,,,,,,,,,,,,,,,,,,,,,,,
18177,IN,Wayne ,"9,577",,,,,,,,,,,,,,,,,,,,,,,,,,
18179,IN,Wells ,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,
18181,IN,White ,"2,429",,,,,,,,,,,,,,,,,,,,,,,,,,
18183,IN,Whitley ,"2,559",,,,,,,,,,,,,,,,,,,,,,,,,,
19001,IA,Adair ,750,,,,,,,,,,,,,,,,,,,,,,,,,,
19003,IA,Adams ,450,,,,,,,,,,,,,,,,,,,,,,,,,,
19005,IA,Allamakee ,"1,745",,,,,,,,,,,,,,,,,,,,,,,,,,
19007,IA,Appanoose ,"2,373",,,,,,,,,,,,,,,,,,,,,,,,,,
19009,IA,Audubon ,587,,,,,,,,,,,,,,,,,,,,,,,,,,
19011,IA,Benton ,"1,964",,,,,,,,,,,,,,,,,,,,,,,,,,
19013,IA,Black Hawk ,"17,407",,,,,,,,,,,,,,,,,,,,,,,,,,
19015,IA,Boone ,"2,227",,,,,,,,,,,,,,,,,,,,,,,,,,
19017,IA,Bremer ,"1,581",,,,,,,,,,,,,,,,,,,,,,,,,,
19019,IA,Buchanan ,"1,984",,,,,,,,,,,,,,,,,,,,,,,,,,
19021,IA,Buena Vista ,"1,903",,,,,,,,,,,,,,,,,,,,,,,,,,
19023,IA,Butler ,"1,492",,,,,,,,,,,,,,,,,,,,,,,,,,
19025,IA,Calhoun ,"1,032",,,,,,,,,,,,,,,,,,,,,,,,,,
19027,IA,Carroll ,"1,631",,,,,,,,,,,,,,,,,,,,,,,,,,
19029,IA,Cass ,"1,798",,,,,,,,,,,,,,,,,,,,,,,,,,
19031,IA,Cedar ,"1,433",,,,,,,,,,,,,,,,,,,,,,,,,,
19033,IA,Cerro Gordo ,"3,504",,,,,,,,,,,,,,,,,,,,,,,,,,
19035,IA,Cherokee ,"1,105",,,,,,,,,,,,,,,,,,,,,,,,,,
19037,IA,Chickasaw ,"1,012",,,,,,,,,,,,,,,,,,,,,,,,,,
19039,IA,Clarke ,"1,078",,,,,,,,,,,,,,,,,,,,,,,,,,
19041,IA,Clay ,"1,627",,,,,,,,,,,,,,,,,,,,,,,,,,
19043,IA,Clayton ,"1,910",,,,,,,,,,,,,,,,,,,,,,,,,,
19045,IA,Clinton ,"6,009",,,,,,,,,,,,,,,,,,,,,,,,,,
19047,IA,Crawford ,"2,074",,,,,,,,,,,,,,,,,,,,,,,,,,
19049,IA,Dallas ,"3,956",,,,,,,,,,,,,,,,,,,,,,,,,,
19051,IA,Davis ,"1,021",,,,,,,,,,,,,,,,,,,,,,,,,,
19053,IA,Decatur ,"1,309",,,,,,,,,,,,,,,,,,,,,,,,,,
19055,IA,Delaware ,"1,450",,,,,,,,,,,,,,,,,,,,,,,,,,
19057,IA,Des Moines ,"5,703",,,,,,,,,,,,,,,,,,,,,,,,,,
19059,IA,Dickinson ,"1,192",,,,,,,,,,,,,,,,,,,,,,,,,,
19061,IA,Dubuque ,"10,030",,,,,,,,,,,,,,,,,,,,,,,,,,
19063,IA,Emmet ,999,,,,,,,,,,,,,,,,,,,,,,,,,,
19065,IA,Fayette ,"2,489",,,,,,,,,,,,,,,,,,,,,,,,,,
19067,IA,Floyd ,"1,802",,,,,,,,,,,,,,,,,,,,,,,,,,
19069,IA,Franklin ,"1,105",,,,,,,,,,,,,,,,,,,,,,,,,,
19071,IA,Fremont ,789,,,,,,,,,,,,,,,,,,,,,,,,,,
19073,IA,Greene ,986,,,,,,,,,,,,,,,,,,,,,,,,,,
19075,IA,Grundy ,659,,,,,,,,,,,,,,,,,,,,,,,,,,
19077,IA,Guthrie ,929,,,,,,,,,,,,,,,,,,,,,,,,,,
19079,IA,Hamilton ,"1,320",,,,,,,,,,,,,,,,,,,,,,,,,,
19081,IA,Hancock ,945,,,,,,,,,,,,,,,,,,,,,,,,,,
19083,IA,Hardin ,"1,689",,,,,,,,,,,,,,,,,,,,,,,,,,
19085,IA,Harrison ,"1,206",,,,,,,,,,,,,,,,,,,,,,,,,,
19087,IA,Henry ,"2,142",,,,,,,,,,,,,,,,,,,,,,,,,,
19089,IA,Howard ,865,,,,,,,,,,,,,,,,,,,,,,,,,,
19091,IA,Humboldt ,"1,010",,,,,,,,,,,,,,,,,,,,,,,,,,
19093,IA,Ida ,704,,,,,,,,,,,,,,,,,,,,,,,,,,
19095,IA,Iowa ,"1,056",,,,,,,,,,,,,,,,,,,,,,,,,,
19097,IA,Jackson ,"2,362",,,,,,,,,,,,,,,,,,,,,,,,,,
19099,IA,Jasper ,"2,968",,,,,,,,,,,,,,,,,,,,,,,,,,
19101,IA,Jefferson ,"2,386",,,,,,,,,,,,,,,,,,,,,,,,,,
19103,IA,Johnson ,"22,937",,,,,,,,,,,,,,,,,,,,,,,,,,
19105,IA,Jones ,"1,844",,,,,,,,,,,,,,,,,,,,,,,,,,
19107,IA,Keokuk ,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,
19109,IA,Kossuth ,"1,506",,,,,,,,,,,,,,,,,,,,,,,,,,
19111,IA,Lee ,"4,859",,,,,,,,,,,,,,,,,,,,,,,,,,
19113,IA,Linn ,"24,600",,,,,,,,,,,,,,,,,,,,,,,,,,
19115,IA,Louisa ,999,,,,,,,,,,,,,,,,,,,,,,,,,,
19117,IA,Lucas ,"1,263",,,,,,,,,,,,,,,,,,,,,,,,,,
19119,IA,Lyon ,858,,,,,,,,,,,,,,,,,,,,,,,,,,
19121,IA,Madison ,"1,114",,,,,,,,,,,,,,,,,,,,,,,,,,
19123,IA,Mahaska ,"2,316",,,,,,,,,,,,,,,,,,,,,,,,,,
19125,IA,Marion ,"2,636",,,,,,,,,,,,,,,,,,,,,,,,,,
19127,IA,Marshall ,"4,947",,,,,,,,,,,,,,,,,,,,,,,,,,
19129,IA,Mills ,"1,283",,,,,,,,,,,,,,,,,,,,,,,,,,
19131,IA,Mitchell ,961,,,,,,,,,,,,,,,,,,,,,,,,,,
19133,IA,Monona ,"1,028",,,,,,,,,,,,,,,,,,,,,,,,,,
19135,IA,Monroe ,811,,,,,,,,,,,,,,,,,,,,,,,,,,
19137,IA,Montgomery ,"1,279",,,,,,,,,,,,,,,,,,,,,,,,,,
19139,IA,Muscatine ,"4,249",,,,,,,,,,,,,,,,,,,,,,,,,,
19141,IA,O'Brien ,"1,365",,,,,,,,,,,,,,,,,,,,,,,,,,
19143,IA,Osceola ,544,,,,,,,,,,,,,,,,,,,,,,,,,,
19145,IA,Page ,"2,020",,,,,,,,,,,,,,,,,,,,,,,,,,
19147,IA,Palo Alto ,952,,,,,,,,,,,,,,,,,,,,,,,,,,
19149,IA,Plymouth ,"1,796",,,,,,,,,,,,,,,,,,,,,,,,,,
19151,IA,Pocahontas ,654,,,,,,,,,,,,,,,,,,,,,,,,,,
19153,IA,Polk ,"48,468",,,,,,,,,,,,,,,,,,,,,,,,,,
19155,IA,Pottawattamie ,"10,002",,,,,,,,,,,,,,,,,,,,,,,,,,
19157,IA,Poweshiek ,"1,951",,,,,,,,,,,,,,,,,,,,,,,,,,
19159,IA,Ringgold ,713,,,,,,,,,,,,,,,,,,,,,,,,,,
19161,IA,Sac ,903,,,,,,,,,,,,,,,,,,,,,,,,,,
19163,IA,Scott ,"20,016",,,,,,,,,,,,,,,,,,,,,,,,,,
19165,IA,Shelby ,970,,,,,,,,,,,,,,,,,,,,,,,,,,
19167,IA,Sioux ,"2,272",,,,,,,,,,,,,,,,,,,,,,,,,,
19169,IA,Story ,"13,727",,,,,,,,,,,,,,,,,,,,,,,,,,
19171,IA,Tama ,"2,168",,,,,,,,,,,,,,,,,,,,,,,,,,
19173,IA,Taylor ,753,,,,,,,,,,,,,,,,,,,,,,,,,,
19175,IA,Union ,"1,433",,,,,,,,,,,,,,,,,,,,,,,,,,
19177,IA,Van Buren ,895,,,,,,,,,,,,,,,,,,,,,,,,,,
19179,IA,Wapello ,"4,842",,,,,,,,,,,,,,,,,,,,,,,,,,
19181,IA,Warren ,"3,621",,,,,,,,,,,,,,,,,,,,,,,,,,
19183,IA,Washington ,"1,971",,,,,,,,,,,,,,,,,,,,,,,,,,
19185,IA,Wayne ,"1,211",,,,,,,,,,,,,,,,,,,,,,,,,,
19187,IA,Webster ,"4,005",,,,,,,,,,,,,,,,,,,,,,,,,,
19189,IA,Winnebago ,"1,011",,,,,,,,,,,,,,,,,,,,,,,,,,
19191,IA,Winneshiek ,"1,549",,,,,,,,,,,,,,,,,,,,,,,,,,
19193,IA,Woodbury ,"12,882",,,,,,,,,,,,,,,,,,,,,,,,,,
19195,IA,Worth ,711,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,IA,Wright ,"1,364",,,,,,,,,,,,,,,,,,,,,,,,,,
20001,KS,Allen ,"2,067",,,,,,,,,,,,,,,,,,,,,,,,,,
20003,KS,Anderson ,982,,,,,,,,,,,,,,,,,,,,,,,,,,
20005,KS,Atchison ,"2,051",,,,,,,,,,,,,,,,,,,,,,,,,,
20007,KS,Barber ,593,,,,,,,,,,,,,,,,,,,,,,,,,,
20009,KS,Barton ,"3,345",,,,,,,,,,,,,,,,,,,,,,,,,,
20011,KS,Bourbon ,"2,185",,,,,,,,,,,,,,,,,,,,,,,,,,
20013,KS,Brown ,"1,454",,,,,,,,,,,,,,,,,,,,,,,,,,
20015,KS,Butler ,"5,460",,,,,,,,,,,,,,,,,,,,,,,,,,
20017,KS,Chase ,285,,,,,,,,,,,,,,,,,,,,,,,,,,
20019,KS,Chautauqua ,518,,,,,,,,,,,,,,,,,,,,,,,,,,
20021,KS,Cherokee ,"3,016",,,,,,,,,,,,,,,,,,,,,,,,,,
20023,KS,Cheyenne ,301,,,,,,,,,,,,,,,,,,,,,,,,,,
20025,KS,Clark ,238,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,KS,Clay ,780,,,,,,,,,,,,,,,,,,,,,,,,,,
20029,KS,Cloud ,"1,123",,,,,,,,,,,,,,,,,,,,,,,,,,
20031,KS,Coffey ,903,,,,,,,,,,,,,,,,,,,,,,,,,,
20033,KS,Comanche ,187,,,,,,,,,,,,,,,,,,,,,,,,,,
20035,KS,Cowley ,"4,416",,,,,,,,,,,,,,,,,,,,,,,,,,
20037,KS,Crawford ,"6,828",,,,,,,,,,,,,,,,,,,,,,,,,,
20039,KS,Decatur ,361,,,,,,,,,,,,,,,,,,,,,,,,,,
20041,KS,Dickinson ,"1,764",,,,,,,,,,,,,,,,,,,,,,,,,,
20043,KS,Doniphan ,810,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,KS,Douglas ,"17,127",,,,,,,,,,,,,,,,,,,,,,,,,,
20047,KS,Edwards ,322,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,KS,Elk ,481,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,KS,Ellis ,"3,596",,,,,,,,,,,,,,,,,,,,,,,,,,
20053,KS,Ellsworth ,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20055,KS,Finney ,"4,647",,,,,,,,,,,,,,,,,,,,,,,,,,
20057,KS,Ford ,"4,522",,,,,,,,,,,,,,,,,,,,,,,,,,
20059,KS,Franklin ,"2,594",,,,,,,,,,,,,,,,,,,,,,,,,,
20061,KS,Geary ,"3,586",,,,,,,,,,,,,,,,,,,,,,,,,,
20063,KS,Gove ,246,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,KS,Graham ,288,,,,,,,,,,,,,,,,,,,,,,,,,,
20067,KS,Grant ,743,,,,,,,,,,,,,,,,,,,,,,,,,,
20069,KS,Gray ,448,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,KS,Greeley ,131,,,,,,,,,,,,,,,,,,,,,,,,,,
20073,KS,Greenwood ,873,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,KS,Hamilton ,332,,,,,,,,,,,,,,,,,,,,,,,,,,
20077,KS,Harper ,751,,,,,,,,,,,,,,,,,,,,,,,,,,
20079,KS,Harvey ,"3,058",,,,,,,,,,,,,,,,,,,,,,,,,,
20081,KS,Haskell ,379,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,KS,Hodgeman ,184,,,,,,,,,,,,,,,,,,,,,,,,,,
20085,KS,Jackson ,"1,410",,,,,,,,,,,,,,,,,,,,,,,,,,
20087,KS,Jefferson ,"1,456",,,,,,,,,,,,,,,,,,,,,,,,,,
20089,KS,Jewell ,369,,,,,,,,,,,,,,,,,,,,,,,,,,
20091,KS,Johnson ,"31,666",,,,,,,,,,,,,,,,,,,,,,,,,,
20093,KS,Kearny ,389,,,,,,,,,,,,,,,,,,,,,,,,,,
20095,KS,Kingman ,783,,,,,,,,,,,,,,,,,,,,,,,,,,
20097,KS,Kiowa ,281,,,,,,,,,,,,,,,,,,,,,,,,,,
20099,KS,Labette ,"3,027",,,,,,,,,,,,,,,,,,,,,,,,,,
20101,KS,Lane ,157,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,KS,Leavenworth ,"6,255",,,,,,,,,,,,,,,,,,,,,,,,,,
20105,KS,Lincoln ,350,,,,,,,,,,,,,,,,,,,,,,,,,,
20107,KS,Linn ,"1,148",,,,,,,,,,,,,,,,,,,,,,,,,,
20109,KS,Logan ,274,,,,,,,,,,,,,,,,,,,,,,,,,,
20111,KS,Lyon ,"4,790",,,,,,,,,,,,,,,,,,,,,,,,,,
20113,KS,McPherson ,"1,991",,,,,,,,,,,,,,,,,,,,,,,,,,
20115,KS,Marion ,"1,191",,,,,,,,,,,,,,,,,,,,,,,,,,
20117,KS,Marshall ,896,,,,,,,,,,,,,,,,,,,,,,,,,,
20119,KS,Meade ,380,,,,,,,,,,,,,,,,,,,,,,,,,,
20121,KS,Miami ,"2,294",,,,,,,,,,,,,,,,,,,,,,,,,,
20123,KS,Mitchell ,630,,,,,,,,,,,,,,,,,,,,,,,,,,
20125,KS,Montgomery ,"4,807",,,,,,,,,,,,,,,,,,,,,,,,,,
20127,KS,Morris ,582,,,,,,,,,,,,,,,,,,,,,,,,,,
20129,KS,Morton ,292,,,,,,,,,,,,,,,,,,,,,,,,,,
20131,KS,Nemaha ,872,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,KS,Neosho ,"2,426",,,,,,,,,,,,,,,,,,,,,,,,,,
20135,KS,Ness ,283,,,,,,,,,,,,,,,,,,,,,,,,,,
20137,KS,Norton ,527,,,,,,,,,,,,,,,,,,,,,,,,,,
20139,KS,Osage ,"2,231",,,,,,,,,,,,,,,,,,,,,,,,,,
20141,KS,Osborne ,445,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,KS,Ottawa ,553,,,,,,,,,,,,,,,,,,,,,,,,,,
20145,KS,Pawnee ,755,,,,,,,,,,,,,,,,,,,,,,,,,,
20147,KS,Phillips ,565,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,KS,Pottawatomie ,"1,735",,,,,,,,,,,,,,,,,,,,,,,,,,
20151,KS,Pratt ,981,,,,,,,,,,,,,,,,,,,,,,,,,,
20153,KS,Rawlins ,352,,,,,,,,,,,,,,,,,,,,,,,,,,
20155,KS,Reno ,"7,882",,,,,,,,,,,,,,,,,,,,,,,,,,
20157,KS,Republic ,553,,,,,,,,,,,,,,,,,,,,,,,,,,
20159,KS,Rice ,"1,042",,,,,,,,,,,,,,,,,,,,,,,,,,
20161,KS,Riley ,"13,334",,,,,,,,,,,,,,,,,,,,,,,,,,
20163,KS,Rooks ,509,,,,,,,,,,,,,,,,,,,,,,,,,,
20165,KS,Rush ,362,,,,,,,,,,,,,,,,,,,,,,,,,,
20167,KS,Russell ,974,,,,,,,,,,,,,,,,,,,,,,,,,,
20169,KS,Saline ,"6,514",,,,,,,,,,,,,,,,,,,,,,,,,,
