FIPStxt,Stabr,Area_name,POVALL_2019,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,DE,New Castle ,"56,289",,,,,,,,,,,,,,,,,,,,,,,,,,
10005,DE,Sussex ,"27,742",,,,,,,,,,,,,,,,,,,,,,,,,,
11000,DC,District of Columbia,"94,985",,,,,,,,,,,,,,,,,,,,,,,,,,
11001,DC,District of Columbia,"94,985",,,,,,,,,,,,,,,,,,,,,,,,,,
12001,FL,Alachua ,"46,916",,,,,,,,,,,,,,,,,,,,,,,,,,
12003,FL,Baker ,"3,914",,,,,,,,,,,,,,,,,,,,,,,,,,
12005,FL,Bay ,"20,643",,,,,,,,,,,,,,,,,,,,,,,,,,
12007,FL,Bradford ,"5,011",,,,,,,,,,,,,,,,,,,,,,,,,,
12009,FL,Brevard ,"55,578",,,,,,,,,,,,,,,,,,,,,,,,,,
12011,FL,Broward ,"237,486",,,,,,,,,,,,,,,,,,,,,,,,,,
12013,FL,Calhoun ,"2,508",,,,,,,,,,,,,,,,,,,,,,,,,,
12015,FL,Charlotte ,"21,188",,,,,,,,,,,,,,,,,,,,,,,,,,
12017,FL,Citrus ,"22,291",,,,,,,,,,,,,,,,,,,,,,,,,,
12019,FL,Clay ,"18,095",,,,,,,,,,,,,,,,,,,,,,,,,,
12021,FL,Collier ,"35,928",,,,,,,,,,,,,,,,,,,,,,,,,,
12023,FL,Columbia ,"10,338",,,,,,,,,,,,,,,,,,,,,,,,,,
12027,FL,DeSoto ,"7,626",,,,,,,,,,,,,,,,,,,,,,,,,,
12029,FL,Dixie ,"3,338",,,,,,,,,,,,,,,,,,,,,,,,,,
12031,FL,Duval ,"126,963",,,,,,,,,,,,,,,,,,,,,,,,,,
12033,FL,Escambia ,"46,519",,,,,,,,,,,,,,,,,,,,,,,,,,
12035,FL,Flagler ,"11,049",,,,,,,,,,,,,,,,,,,,,,,,,,
12037,FL,Franklin ,"1,995",,,,,,,,,,,,,,,,,,,,,,,,,,
12039,FL,Gadsden ,"8,472",,,,,,,,,,,,,,,,,,,,,,,,,,
12041,FL,Gilchrist ,"2,601",,,,,,,,,,,,,,,,,,,,,,,,,,
12043,FL,Glades ,"2,377",,,,,,,,,,,,,,,,,,,,,,,,,,
12045,FL,Gulf ,"1,848",,,,,,,,,,,,,,,,,,,,,,,,,,
12047,FL,Hamilton ,"3,794",,,,,,,,,,,,,,,,,,,,,,,,,,
12049,FL,Hardee ,"5,614",,,,,,,,,,,,,,,,,,,,,,,,,,
12051,FL,Hendry ,"8,086",,,,,,,,,,,,,,,,,,,,,,,,,,
12053,FL,Hernando ,"23,779",,,,,,,,,,,,,,,,,,,,,,,,,,
12055,FL,Highlands ,"16,519",,,,,,,,,,,,,,,,,,,,,,,,,,
12057,FL,Hillsborough ,"195,684",,,,,,,,,,,,,,,,,,,,,,,,,,
12059,FL,Holmes ,"3,587",,,,,,,,,,,,,,,,,,,,,,,,,,
12061,FL,Indian River ,"18,179",,,,,,,,,,,,,,,,,,,,,,,,,,
12063,FL,Jackson ,"7,769",,,,,,,,,,,,,,,,,,,,,,,,,,
12065,FL,Jefferson ,"2,276",,,,,,,,,,,,,,,,,,,,,,,,,,
12067,FL,Lafayette ,"1,289",,,,,,,,,,,,,,,,,,,,,,,,,,
12069,FL,Lake ,"39,419",,,,,,,,,,,,,,,,,,,,,,,,,,
12071,FL,Lee ,"85,295",,,,,,,,,,,,,,,,,,,,,,,,,,
12073,FL,Leon ,"58,203",,,,,,,,,,,,,,,,,,,,,,,,,,
12075,FL,Levy ,"7,458",,,,,,,,,,,,,,,,,,,,,,,,,,
12077,FL,Liberty ,"1,453",,,,,,,,,,,,,,,,,,,,,,,,,,
12079,FL,Madison ,"3,732",,,,,,,,,,,,,,,,,,,,,,,,,,
12081,FL,Manatee ,"44,991",,,,,,,,,,,,,,,,,,,,,,,,,,
12083,FL,Marion ,"52,950",,,,,,,,,,,,,,,,,,,,,,,,,,
12085,FL,Martin ,"14,000",,,,,,,,,,,,,,,,,,,,,,,,,,
12086,FL,Miami-Dade ,"419,056",,,,,,,,,,,,,,,,,,,,,,,,,,
12087,FL,Monroe ,"7,239",,,,,,,,,,,,,,,,,,,,,,,,,,
12089,FL,Nassau ,"7,951",,,,,,,,,,,,,,,,,,,,,,,,,,
12091,FL,Okaloosa ,"21,866",,,,,,,,,,,,,,,,,,,,,,,,,,
12093,FL,Okeechobee ,"7,189",,,,,,,,,,,,,,,,,,,,,,,,,,
12095,FL,Orange ,"171,599",,,,,,,,,,,,,,,,,,,,,,,,,,
12097,FL,Osceola ,"49,803",,,,,,,,,,,,,,,,,,,,,,,,,,
12099,FL,Palm Beach ,"168,026",,,,,,,,,,,,,,,,,,,,,,,,,,
12101,FL,Pasco ,"61,716",,,,,,,,,,,,,,,,,,,,,,,,,,
12103,FL,Pinellas ,"108,948",,,,,,,,,,,,,,,,,,,,,,,,,,
12105,FL,Polk ,"99,590",,,,,,,,,,,,,,,,,,,,,,,,,,
12107,FL,Putnam ,"16,318",,,,,,,,,,,,,,,,,,,,,,,,,,
12109,FL,St. Johns ,"16,829",,,,,,,,,,,,,,,,,,,,,,,,,,
12111,FL,St. Lucie ,"34,008",,,,,,,,,,,,,,,,,,,,,,,,,,
12113,FL,Santa Rosa ,"17,435",,,,,,,,,,,,,,,,,,,,,,,,,,
12115,FL,Sarasota ,"33,144",,,,,,,,,,,,,,,,,,,,,,,,,,
12117,FL,Seminole ,"43,741",,,,,,,,,,,,,,,,,,,,,,,,,,
12119,FL,Sumter ,"11,078",,,,,,,,,,,,,,,,,,,,,,,,,,
12121,FL,Suwannee ,"7,144",,,,,,,,,,,,,,,,,,,,,,,,,,
12123,FL,Taylor ,"3,792",,,,,,,,,,,,,,,,,,,,,,,,,,
12125,FL,Union ,"2,065",,,,,,,,,,,,,,,,,,,,,,,,,,
12127,FL,Volusia ,"70,554",,,,,,,,,,,,,,,,,,,,,,,,,,
12129,FL,Wakulla ,"3,651",,,,,,,,,,,,,,,,,,,,,,,,,,
12131,FL,Walton ,"7,740",,,,,,,,,,,,,,,,,,,,,,,,,,
12133,FL,Washington ,"4,587",,,,,,,,,,,,,,,,,,,,,,,,,,
13001,GA,Appling ,"3,737",,,,,,,,,,,,,,,,,,,,,,,,,,
13003,GA,Atkinson ,"1,887",,,,,,,,,,,,,,,,,,,,,,,,,,
13005,GA,Bacon ,"2,080",,,,,,,,,,,,,,,,,,,,,,,,,,
13007,GA,Baker ,749,,,,,,,,,,,,,,,,,,,,,,,,,,
13009,GA,Baldwin ,"8,934",,,,,,,,,,,,,,,,,,,,,,,,,,
13011,GA,Banks ,"2,454",,,,,,,,,,,,,,,,,,,,,,,,,,
13013,GA,Barrow ,"8,021",,,,,,,,,,,,,,,,,,,,,,,,,,
13015,GA,Bartow ,"13,243",,,,,,,,,,,,,,,,,,,,,,,,,,
13017,GA,Ben Hill ,"3,738",,,,,,,,,,,,,,,,,,,,,,,,,,
13019,GA,Berrien ,"3,843",,,,,,,,,,,,,,,,,,,,,,,,,,
13021,GA,Bibb ,"33,912",,,,,,,,,,,,,,,,,,,,,,,,,,
13023,GA,Bleckley ,"2,112",,,,,,,,,,,,,,,,,,,,,,,,,,
13025,GA,Brantley ,"3,056",,,,,,,,,,,,,,,,,,,,,,,,,,
13027,GA,Brooks ,"3,372",,,,,,,,,,,,,,,,,,,,,,,,,,
13029,GA,Bryan ,"3,073",,,,,,,,,,,,,,,,,,,,,,,,,,
13031,GA,Bulloch ,"15,945",,,,,,,,,,,,,,,,,,,,,,,,,,
13033,GA,Burke ,"5,197",,,,,,,,,,,,,,,,,,,,,,,,,,
13035,GA,Butts ,"3,217",,,,,,,,,,,,,,,,,,,,,,,,,,
13037,GA,Calhoun ,"1,608",,,,,,,,,,,,,,,,,,,,,,,,,,
13039,GA,Camden ,"7,219",,,,,,,,,,,,,,,,,,,,,,,,,,
13043,GA,Candler ,"2,427",,,,,,,,,,,,,,,,,,,,,,,,,,
13045,GA,Carroll ,"17,148",,,,,,,,,,,,,,,,,,,,,,,,,,
13047,GA,Catoosa ,"6,704",,,,,,,,,,,,,,,,,,,,,,,,,,
13049,GA,Charlton ,"2,804",,,,,,,,,,,,,,,,,,,,,,,,,,
13051,GA,Chatham ,"40,565",,,,,,,,,,,,,,,,,,,,,,,,,,
13053,GA,Chattahoochee ,"1,547",,,,,,,,,,,,,,,,,,,,,,,,,,
13055,GA,Chattooga ,"4,085",,,,,,,,,,,,,,,,,,,,,,,,,,
13057,GA,Cherokee ,"16,725",,,,,,,,,,,,,,,,,,,,,,,,,,
13059,GA,Clarke ,"30,277",,,,,,,,,,,,,,,,,,,,,,,,,,
13061,GA,Clay ,797,,,,,,,,,,,,,,,,,,,,,,,,,,
13063,GA,Clayton ,"45,655",,,,,,,,,,,,,,,,,,,,,,,,,,
13065,GA,Clinch ,"1,435",,,,,,,,,,,,,,,,,,,,,,,,,,
13067,GA,Cobb ,"62,275",,,,,,,,,,,,,,,,,,,,,,,,,,
13069,GA,Coffee ,"8,048",,,,,,,,,,,,,,,,,,,,,,,,,,
13071,GA,Colquitt ,"9,738",,,,,,,,,,,,,,,,,,,,,,,,,,
13073,GA,Columbia ,"8,747",,,,,,,,,,,,,,,,,,,,,,,,,,
13075,GA,Cook ,"3,654",,,,,,,,,,,,,,,,,,,,,,,,,,
13077,GA,Coweta ,"13,318",,,,,,,,,,,,,,,,,,,,,,,,,,
13079,GA,Crawford ,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,
13081,GA,Crisp ,"5,830",,,,,,,,,,,,,,,,,,,,,,,,,,
13083,GA,Dade ,"2,038",,,,,,,,,,,,,,,,,,,,,,,,,,
13085,GA,Dawson ,"2,267",,,,,,,,,,,,,,,,,,,,,,,,,,
13087,GA,Decatur ,"5,915",,,,,,,,,,,,,,,,,,,,,,,,,,
13089,GA,DeKalb ,"95,805",,,,,,,,,,,,,,,,,,,,,,,,,,
13091,GA,Dodge ,"3,853",,,,,,,,,,,,,,,,,,,,,,,,,,
13093,GA,Dooly ,"3,236",,,,,,,,,,,,,,,,,,,,,,,,,,
13095,GA,Dougherty ,"23,192",,,,,,,,,,,,,,,,,,,,,,,,,,
13097,GA,Douglas ,"15,842",,,,,,,,,,,,,,,,,,,,,,,,,,
13099,GA,Early ,"2,733",,,,,,,,,,,,,,,,,,,,,,,,,,
13101,GA,Echols ,861,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,GA,Effingham ,"5,784",,,,,,,,,,,,,,,,,,,,,,,,,,
13105,GA,Elbert ,"3,897",,,,,,,,,,,,,,,,,,,,,,,,,,
13107,GA,Emanuel ,"4,441",,,,,,,,,,,,,,,,,,,,,,,,,,
13109,GA,Evans ,"2,459",,,,,,,,,,,,,,,,,,,,,,,,,,
13111,GA,Fannin ,"3,144",,,,,,,,,,,,,,,,,,,,,,,,,,
13113,GA,Fayette ,"6,105",,,,,,,,,,,,,,,,,,,,,,,,,,
13115,GA,Floyd ,"15,537",,,,,,,,,,,,,,,,,,,,,,,,,,
13117,GA,Forsyth ,"11,024",,,,,,,,,,,,,,,,,,,,,,,,,,
13119,GA,Franklin ,"3,887",,,,,,,,,,,,,,,,,,,,,,,,,,
13121,GA,Fulton ,"141,979",,,,,,,,,,,,,,,,,,,,,,,,,,
13123,GA,Gilmer ,"4,543",,,,,,,,,,,,,,,,,,,,,,,,,,
13125,GA,Glascock ,486,,,,,,,,,,,,,,,,,,,,,,,,,,
13127,GA,Glynn ,"12,943",,,,,,,,,,,,,,,,,,,,,,,,,,
13129,GA,Gordon ,"7,001",,,,,,,,,,,,,,,,,,,,,,,,,,
13131,GA,Grady ,"5,276",,,,,,,,,,,,,,,,,,,,,,,,,,
13133,GA,Greene ,"2,709",,,,,,,,,,,,,,,,,,,,,,,,,,
13135,GA,Gwinnett ,"85,810",,,,,,,,,,,,,,,,,,,,,,,,,,
13137,GA,Habersham ,"6,515",,,,,,,,,,,,,,,,,,,,,,,,,,
13139,GA,Hall ,"27,137",,,,,,,,,,,,,,,,,,,,,,,,,,
13141,GA,Hancock ,"2,225",,,,,,,,,,,,,,,,,,,,,,,,,,
13143,GA,Haralson ,"4,223",,,,,,,,,,,,,,,,,,,,,,,,,,
13145,GA,Harris ,"2,270",,,,,,,,,,,,,,,,,,,,,,,,,,
13147,GA,Hart ,"3,717",,,,,,,,,,,,,,,,,,,,,,,,,,
13149,GA,Heard ,"1,958",,,,,,,,,,,,,,,,,,,,,,,,,,
13151,GA,Henry ,"18,819",,,,,,,,,,,,,,,,,,,,,,,,,,
13153,GA,Houston ,"17,079",,,,,,,,,,,,,,,,,,,,,,,,,,
13155,GA,Irwin ,"1,699",,,,,,,,,,,,,,,,,,,,,,,,,,
13157,GA,Jackson ,"7,418",,,,,,,,,,,,,,,,,,,,,,,,,,
13159,GA,Jasper ,"1,748",,,,,,,,,,,,,,,,,,,,,,,,,,
13161,GA,Jeff Davis ,"3,169",,,,,,,,,,,,,,,,,,,,,,,,,,
13163,GA,Jefferson ,"3,710",,,,,,,,,,,,,,,,,,,,,,,,,,
13165,GA,Jenkins ,"2,162",,,,,,,,,,,,,,,,,,,,,,,,,,
13167,GA,Johnson ,"1,931",,,,,,,,,,,,,,,,,,,,,,,,,,
13169,GA,Jones ,"3,629",,,,,,,,,,,,,,,,,,,,,,,,,,
13171,GA,Lamar ,"2,641",,,,,,,,,,,,,,,,,,,,,,,,,,
13173,GA,Lanier ,"1,871",,,,,,,,,,,,,,,,,,,,,,,,,,
13175,GA,Laurens ,"11,049",,,,,,,,,,,,,,,,,,,,,,,,,,
13177,GA,Lee ,"2,715",,,,,,,,,,,,,,,,,,,,,,,,,,
13179,GA,Liberty ,"8,680",,,,,,,,,,,,,,,,,,,,,,,,,,
13181,GA,Lincoln ,"1,357",,,,,,,,,,,,,,,,,,,,,,,,,,
13183,GA,Long ,"2,726",,,,,,,,,,,,,,,,,,,,,,,,,,
13185,GA,Lowndes ,"22,685",,,,,,,,,,,,,,,,,,,,,,,,,,
13187,GA,Lumpkin ,"4,432",,,,,,,,,,,,,,,,,,,,,,,,,,
13189,GA,McDuffie ,"3,792",,,,,,,,,,,,,,,,,,,,,,,,,,
13191,GA,McIntosh ,"2,671",,,,,,,,,,,,,,,,,,,,,,,,,,
13193,GA,Macon ,"3,249",,,,,,,,,,,,,,,,,,,,,,,,,,
13195,GA,Madison ,"4,608",,,,,,,,,,,,,,,,,,,,,,,,,,
13197,GA,Marion ,"1,745",,,,,,,,,,,,,,,,,,,,,,,,,,
13199,GA,Meriwether ,"4,634",,,,,,,,,,,,,,,,,,,,,,,,,,
13201,GA,Miller ,"1,193",,,,,,,,,,,,,,,,,,,,,,,,,,
13205,GA,Mitchell ,"6,048",,,,,,,,,,,,,,,,,,,,,,,,,,
13207,GA,Monroe ,"2,787",,,,,,,,,,,,,,,,,,,,,,,,,,
13209,GA,Montgomery ,"1,619",,,,,,,,,,,,,,,,,,,,,,,,,,
13211,GA,Morgan ,"2,109",,,,,,,,,,,,,,,,,,,,,,,,,,
13213,GA,Murray ,"5,755",,,,,,,,,,,,,,,,,,,,,,,,,,
13215,GA,Muscogee ,"34,694",,,,,,,,,,,,,,,,,,,,,,,,,,
13217,GA,Newton ,"12,348",,,,,,,,,,,,,,,,,,,,,,,,,,
13219,GA,Oconee ,"2,236",,,,,,,,,,,,,,,,,,,,,,,,,,
13221,GA,Oglethorpe ,"1,922",,,,,,,,,,,,,,,,,,,,,,,,,,
13223,GA,Paulding ,"11,461",,,,,,,,,,,,,,,,,,,,,,,,,,
13225,GA,Peach ,"5,203",,,,,,,,,,,,,,,,,,,,,,,,,,
13227,GA,Pickens ,"3,327",,,,,,,,,,,,,,,,,,,,,,,,,,
13229,GA,Pierce ,"3,157",,,,,,,,,,,,,,,,,,,,,,,,,,
13231,GA,Pike ,"1,615",,,,,,,,,,,,,,,,,,,,,,,,,,
13233,GA,Polk ,"6,816",,,,,,,,,,,,,,,,,,,,,,,,,,
13235,GA,Pulaski ,"2,048",,,,,,,,,,,,,,,,,,,,,,,,,,
13237,GA,Putnam ,"3,316",,,,,,,,,,,,,,,,,,,,,,,,,,
13239,GA,Quitman ,523,,,,,,,,,,,,,,,,,,,,,,,,,,
13241,GA,Rabun ,"2,181",,,,,,,,,,,,,,,,,,,,,,,,,,
13243,GA,Randolph ,"1,635",,,,,,,,,,,,,,,,,,,,,,,,,,
13245,GA,Richmond ,"41,081",,,,,,,,,,,,,,,,,,,,,,,,,,
13247,GA,Rockdale ,"10,873",,,,,,,,,,,,,,,,,,,,,,,,,,
13249,GA,Schley ,834,,,,,,,,,,,,,,,,,,,,,,,,,,
13251,GA,Screven ,"3,239",,,,,,,,,,,,,,,,,,,,,,,,,,
13253,GA,Seminole ,"1,808",,,,,,,,,,,,,,,,,,,,,,,,,,
13255,GA,Spalding ,"11,537",,,,,,,,,,,,,,,,,,,,,,,,,,
13257,GA,Stephens ,"3,794",,,,,,,,,,,,,,,,,,,,,,,,,,
13259,GA,Stewart ,"1,702",,,,,,,,,,,,,,,,,,,,,,,,,,
13261,GA,Sumter ,"7,420",,,,,,,,,,,,,,,,,,,,,,,,,,
13263,GA,Talbot ,"1,210",,,,,,,,,,,,,,,,,,,,,,,,,,
13265,GA,Taliaferro ,345,,,,,,,,,,,,,,,,,,,,,,,,,,
13267,GA,Tattnall ,"5,507",,,,,,,,,,,,,,,,,,,,,,,,,,
13269,GA,Taylor ,"1,810",,,,,,,,,,,,,,,,,,,,,,,,,,
13271,GA,Telfair ,"3,516",,,,,,,,,,,,,,,,,,,,,,,,,,
13273,GA,Terrell ,"2,325",,,,,,,,,,,,,,,,,,,,,,,,,,
13275,GA,Thomas ,"7,894",,,,,,,,,,,,,,,,,,,,,,,,,,
13277,GA,Tift ,"8,380",,,,,,,,,,,,,,,,,,,,,,,,,,
13279,GA,Toombs ,"5,086",,,,,,,,,,,,,,,,,,,,,,,,,,
13281,GA,Towns ,"1,376",,,,,,,,,,,,,,,,,,,,,,,,,,
13283,GA,Treutlen ,"2,043",,,,,,,,,,,,,,,,,,,,,,,,,,
13285,GA,Troup ,"13,009",,,,,,,,,,,,,,,,,,,,,,,,,,
13287,GA,Turner ,"2,132",,,,,,,,,,,,,,,,,,,,,,,,,,
13289,GA,Twiggs ,"1,522",,,,,,,,,,,,,,,,,,,,,,,,,,
13291,GA,Union ,"2,800",,,,,,,,,,,,,,,,,,,,,,,,,,
13293,GA,Upson ,"4,932",,,,,,,,,,,,,,,,,,,,,,,,,,
13295,GA,Walker ,"10,034",,,,,,,,,,,,,,,,,,,,,,,,,,
13297,GA,Walton ,"10,070",,,,,,,,,,,,,,,,,,,,,,,,,,
13299,GA,Ware ,"8,742",,,,,,,,,,,,,,,,,,,,,,,,,,
13301,GA,Warren ,"1,372",,,,,,,,,,,,,,,,,,,,,,,,,,
13303,GA,Washington ,"3,940",,,,,,,,,,,,,,,,,,,,,,,,,,
13305,GA,Wayne ,"5,116",,,,,,,,,,,,,,,,,,,,,,,,,,
13307,GA,Webster ,477,,,,,,,,,,,,,,,,,,,,,,,,,,
13309,GA,Wheeler ,"1,821",,,,,,,,,,,,,,,,,,,,,,,,,,
13311,GA,White ,"3,259",,,,,,,,,,,,,,,,,,,,,,,,,,
13313,GA,Whitfield ,"13,110",,,,,,,,,,,,,,,,,,,,,,,,,,
13315,GA,Wilcox ,"1,991",,,,,,,,,,,,,,,,,,,,,,,,,,
13317,GA,Wilkes ,"1,875",,,,,,,,,,,,,,,,,,,,,,,,,,
13319,GA,Wilkinson ,"1,491",,,,,,,,,,,,,,,,,,,,,,,,,,
13321,GA,Worth ,"4,061",,,,,,,,,,,,,,,,,,,,,,,,,,
15001,HI,Hawaii ,"26,071",,,,,,,,,,,,,,,,,,,,,,,,,,
15003,HI,Honolulu ,"74,282",,,,,,,,,,,,,,,,,,,,,,,,,,
15007,HI,Kauai ,"6,659",,,,,,,,,,,,,,,,,,,,,,,,,,
15009,HI,Maui ,"17,638",,,,,,,,,,,,,,,,,,,,,,,,,,
16001,ID,Ada ,"44,023",,,,,,,,,,,,,,,,,,,,,,,,,,
16003,ID,Adams ,539,,,,,,,,,,,,,,,,,,,,,,,,,,
16005,ID,Bannock ,"11,554",,,,,,,,,,,,,,,,,,,,,,,,,,
16007,ID,Bear Lake ,717,,,,,,,,,,,,,,,,,,,,,,,,,,
16009,ID,Benewah ,"1,415",,,,,,,,,,,,,,,,,,,,,,,,,,
16011,ID,Bingham ,"5,145",,,,,,,,,,,,,,,,,,,,,,,,,,
16013,ID,Blaine ,"1,657",,,,,,,,,,,,,,,,,,,,,,,,,,
16015,ID,Boise ,899,,,,,,,,,,,,,,,,,,,,,,,,,,
16017,ID,Bonner ,"5,689",,,,,,,,,,,,,,,,,,,,,,,,,,
16019,ID,Bonneville ,"10,953",,,,,,,,,,,,,,,,,,,,,,,,,,
16021,ID,Boundary ,"1,794",,,,,,,,,,,,,,,,,,,,,,,,,,
16023,ID,Butte ,376,,,,,,,,,,,,,,,,,,,,,,,,,,
16025,ID,Camas ,99,,,,,,,,,,,,,,,,,,,,,,,,,,
16027,ID,Canyon ,"22,828",,,,,,,,,,,,,,,,,,,,,,,,,,
16029,ID,Caribou ,718,,,,,,,,,,,,,,,,,,,,,,,,,,
16031,ID,Cassia ,"2,843",,,,,,,,,,,,,,,,,,,,,,,,,,
16033,ID,Clark ,122,,,,,,,,,,,,,,,,,,,,,,,,,,
16035,ID,Clearwater ,"1,082",,,,,,,,,,,,,,,,,,,,,,,,,,
16037,ID,Custer ,556,,,,,,,,,,,,,,,,,,,,,,,,,,
16039,ID,Elmore ,"3,758",,,,,,,,,,,,,,,,,,,,,,,,,,
16041,ID,Franklin ,"1,122",,,,,,,,,,,,,,,,,,,,,,,,,,
16043,ID,Fremont ,"1,598",,,,,,,,,,,,,,,,,,,,,,,,,,
16045,ID,Gem ,"2,266",,,,,,,,,,,,,,,,,,,,,,,,,,
16047,ID,Gooding ,"2,285",,,,,,,,,,,,,,,,,,,,,,,,,,
16049,ID,Idaho ,"2,227",,,,,,,,,,,,,,,,,,,,,,,,,,
16051,ID,Jefferson ,"2,723",,,,,,,,,,,,,,,,,,,,,,,,,,
16053,ID,Jerome ,"3,429",,,,,,,,,,,,,,,,,,,,,,,,,,
16055,ID,Kootenai ,"16,374",,,,,,,,,,,,,,,,,,,,,,,,,,
16057,ID,Latah ,"4,353",,,,,,,,,,,,,,,,,,,,,,,,,,
16059,ID,Lemhi ,"1,070",,,,,,,,,,,,,,,,,,,,,,,,,,
16061,ID,Lewis ,502,,,,,,,,,,,,,,,,,,,,,,,,,,
16063,ID,Lincoln ,592,,,,,,,,,,,,,,,,,,,,,,,,,,
16065,ID,Madison ,"10,731",,,,,,,,,,,,,,,,,,,,,,,,,,
16067,ID,Minidoka ,"2,361",,,,,,,,,,,,,,,,,,,,,,,,,,
16069,ID,Nez Perce ,"4,372",,,,,,,,,,,,,,,,,,,,,,,,,,
16071,ID,Oneida ,507,,,,,,,,,,,,,,,,,,,,,,,,,,
16073,ID,Owyhee ,"1,736",,,,,,,,,,,,,,,,,,,,,,,,,,
16075,ID,Payette ,"2,615",,,,,,,,,,,,,,,,,,,,,,,,,,
16077,ID,Power ,998,,,,,,,,,,,,,,,,,,,,,,,,,,
16079,ID,Shoshone ,"2,426",,,,,,,,,,,,,,,,,,,,,,,,,,
16081,ID,Teton ,931,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,ID,Twin Falls ,"9,420",,,,,,,,,,,,,,,,,,,,,,,,,,
16085,ID,Valley ,995,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,ID,Washington ,"1,345",,,,,,,,,,,,,,,,,,,,,,,,,,
17001,IL,Adams ,"7,786",,,,,,,,,,,,,,,,,,,,,,,,,,
17003,IL,Alexander ,"1,361",,,,,,,,,,,,,,,,,,,,,,,,,,
17005,IL,Bond ,"1,920",,,,,,,,,,,,,,,,,,,,,,,,,,
17007,IL,Boone ,"4,701",,,,,,,,,,,,,,,,,,,,,,,,,,
17009,IL,Brown ,674,,,,,,,,,,,,,,,,,,,,,,,,,,
17011,IL,Bureau ,"3,594",,,,,,,,,,,,,,,,,,,,,,,,,,
17013,IL,Calhoun ,452,,,,,,,,,,,,,,,,,,,,,,,,,,
17015,IL,Carroll ,"1,560",,,,,,,,,,,,,,,,,,,,,,,,,,
17017,IL,Cass ,"1,554",,,,,,,,,,,,,,,,,,,,,,,,,,
17019,IL,Champaign ,"38,566",,,,,,,,,,,,,,,,,,,,,,,,,,
17021,IL,Christian ,"3,769",,,,,,,,,,,,,,,,,,,,,,,,,,
17023,IL,Clark ,"1,636",,,,,,,,,,,,,,,,,,,,,,,,,,
17025,IL,Clay ,"1,793",,,,,,,,,,,,,,,,,,,,,,,,,,
17027,IL,Clinton ,"2,645",,,,,,,,,,,,,,,,,,,,,,,,,,
17029,IL,Coles ,"7,957",,,,,,,,,,,,,,,,,,,,,,,,,,
17031,IL,Cook ,"659,687",,,,,,,,,,,,,,,,,,,,,,,,,,
17033,IL,Crawford ,"2,170",,,,,,,,,,,,,,,,,,,,,,,,,,
17035,IL,Cumberland ,"1,075",,,,,,,,,,,,,,,,,,,,,,,,,,
17037,IL,DeKalb ,"12,909",,,,,,,,,,,,,,,,,,,,,,,,,,
17039,IL,De Witt ,"1,683",,,,,,,,,,,,,,,,,,,,,,,,,,
17041,IL,Douglas ,"1,544",,,,,,,,,,,,,,,,,,,,,,,,,,
17043,IL,DuPage ,"54,833",,,,,,,,,,,,,,,,,,,,,,,,,,
17045,IL,Edgar ,"2,220",,,,,,,,,,,,,,,,,,,,,,,,,,
17047,IL,Edwards ,744,,,,,,,,,,,,,,,,,,,,,,,,,,
17049,IL,Effingham ,"3,087",,,,,,,,,,,,,,,,,,,,,,,,,,
17051,IL,Fayette ,"2,961",,,,,,,,,,,,,,,,,,,,,,,,,,
17053,IL,Ford ,"1,256",,,,,,,,,,,,,,,,,,,,,,,,,,
17055,IL,Franklin ,"6,199",,,,,,,,,,,,,,,,,,,,,,,,,,
17057,IL,Fulton ,"4,181",,,,,,,,,,,,,,,,,,,,,,,,,,
17059,IL,Gallatin ,911,,,,,,,,,,,,,,,,,,,,,,,,,,
17061,IL,Greene ,"1,730",,,,,,,,,,,,,,,,,,,,,,,,,,
17063,IL,Grundy ,"2,827",,,,,,,,,,,,,,,,,,,,,,,,,,
17065,IL,Hamilton ,"1,017",,,,,,,,,,,,,,,,,,,,,,,,,,
17067,IL,Hancock ,"2,149",,,,,,,,,,,,,,,,,,,,,,,,,,
17069,IL,Hardin ,683,,,,,,,,,,,,,,,,,,,,,,,,,,
17071,IL,Henderson ,724,,,,,,,,,,,,,,,,,,,,,,,,,,
17073,IL,Henry ,"4,164",,,,,,,,,,,,,,,,,,,,,,,,,,
17075,IL,Iroquois ,"3,083",,,,,,,,,,,,,,,,,,,,,,,,,,
17077,IL,Jackson ,"13,551",,,,,,,,,,,,,,,,,,,,,,,,,,
17079,IL,Jasper ,942,,,,,,,,,,,,,,,,,,,,,,,,,,
17081,IL,Jefferson ,"5,267",,,,,,,,,,,,,,,,,,,,,,,,,,
17083,IL,Jersey ,"2,171",,,,,,,,,,,,,,,,,,,,,,,,,,
17085,IL,Jo Daviess ,"1,965",,,,,,,,,,,,,,,,,,,,,,,,,,
17087,IL,Johnson ,"1,435",,,,,,,,,,,,,,,,,,,,,,,,,,
17089,IL,Kane ,"43,305",,,,,,,,,,,,,,,,,,,,,,,,,,
17091,IL,Kankakee ,"13,271",,,,,,,,,,,,,,,,,,,,,,,,,,
17093,IL,Kendall ,"5,195",,,,,,,,,,,,,,,,,,,,,,,,,,
17095,IL,Knox ,"8,490",,,,,,,,,,,,,,,,,,,,,,,,,,
